CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,CONTACT,CONTACTAREA,CONTCOMP,NMNO,LONGLOC,LATLOC,CRUSH,BOTTOMOUT,BODYREGION,EVIDENCE,CONFIDENCE,CASEWGT,PSUSTRAT,VERSION
2402769,21,56,1-21-2024-056-NM1,21,1,D,1,703,1,95,21,3,0,811,5,2,32.5426329002838,11,9
2402769,21,56,1-21-2024-056-NM1,21,1,H,10,61,1,888,888,888,8,999,98,1,32.5426329002838,11,9
2403509,82,89,1-82-2024-089-NM2,22,1,A,10,61,1,888,888,888,8,999,96,2,184.00474438731,1,9
2403628,26,103,1-26-2024-103-NM2,22,1,B,3,740,1,999,999,999,0,999,96,2,471.653968173224,10,9
2403628,26,103,1-26-2024-103-NM2,22,1,C,3,740,1,999,999,999,0,999,5,2,471.653968173224,10,9
2403628,26,103,1-26-2024-103-NM2,22,1,D,3,740,1,999,999,999,0,999,9,2,471.653968173224,10,9
2403628,26,103,1-26-2024-103-NM2,22,1,E,3,740,1,999,999,999,0,999,5,2,471.653968173224,10,9
2403628,26,103,1-26-2024-103-NM2,22,1,F,3,753,1,999,999,999,0,999,2,2,471.653968173224,10,9
2403628,26,103,1-26-2024-103-NM2,22,1,G,10,61,1,888,888,888,8,999,98,1,471.653968173224,10,9
2405303,30,179,1-30-2024-179-NM2,22,1,A,10,61,1,999,999,999,0,812,3,9,503.501583789456,10,9
2404502,31,95,1-31-2024-095-NM2,22,1,A,10,61,1,888,888,888,9,999,98,1,343.437603726452,6,9
2405156,10,100,1-10-2024-100-NM1,21,1,A,3,740,1,999,999,3,0,999,5,3,31.3806248143146,4,9
2405381,22,165,1-22-2024-165-NM2,22,1,A,10,61,1,888,888,888,8,821,3,1,86.2407444911639,12,9
2403550,77,119,1-77-2024-119-NM1,21,1,A,10,61,1,888,888,888,8,999,98,2,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,1,A,1,700,1,40,72,999,0,999,9,2,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,1,B,3,740,4,80,-35,999,0,511,5,1,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,1,C,5,770,4,108,60,999,0,101,5,1,113.21347390618,9,9
2405276,77,169,1-77-2024-169-NM1,21,1,D,3,753,4,86,71,999,0,511,5,1,113.21347390618,9,9
2403799,69,82,1-69-2024-082-NM1,21,1,F,1,700,1,48,3,0,8,852,3,2,12.0111452927932,8,9
2403799,69,82,1-69-2024-082-NM1,21,1,G,1,703,1,77,3,0,0,832,9,1,12.0111452927932,8,9
2403799,69,82,1-69-2024-082-NM1,21,1,H,5,770,1,105,-16,2,0,812,5,1,12.0111452927932,8,9
2403799,69,82,1-69-2024-082-NM1,21,1,I,5,770,1,164,-10,0,0,742,5,2,12.0111452927932,8,9
2403799,69,82,1-69-2024-082-NM1,21,1,J,10,61,1,888,888,888,8,999,98,2,12.0111452927932,8,9
2405428,20,129,1-20-2024-129-NM1,21,1,A,10,61,1,888,888,888,8,999,98,2,35.0220589332575,11,9
2403305,10,52,1-10-2024-052-NM1,21,2,A,10,88,1,888,888,888,8,999,96,2,48.5486424740169,4,9
2405263,81,135,1-81-2024-135-NM1,21,1,A,1,700,1,999,999,999,0,812,5,2,20.6268312285561,8,9
2405263,81,135,1-81-2024-135-NM1,21,1,B,1,702,1,999,999,999,0,722,3,2,20.6268312285561,8,9
2405263,81,135,1-81-2024-135-NM1,21,1,C,1,703,1,999,999,999,0,712,5,1,20.6268312285561,8,9
2405574,16,126,1-16-2024-126-NM1,21,1,A,1,700,1,24,-17,0,0,872,3,1,196.102077456907,5,9
2405574,16,126,1-16-2024-126-NM1,21,1,B,1,700,1,23,28,8,1,871,2,1,196.102077456907,5,9
2405574,16,126,1-16-2024-126-NM1,21,1,C,1,702,1,70,4,8,1,849,1,2,196.102077456907,5,9
2405574,16,126,1-16-2024-126-NM1,21,1,D,1,703,1,94,0,7,0,819,1,2,196.102077456907,5,9
2405574,16,126,1-16-2024-126-NM1,21,1,E,5,770,1,142,6,9,0,501,1,2,196.102077456907,5,9
2405574,16,126,1-16-2024-126-NM1,21,1,F,6,775,1,215,5,8,0,719,12,2,196.102077456907,5,9
2405574,16,126,1-16-2024-126-NM1,21,1,G,6,775,1,232,22,10,0,719,12,2,196.102077456907,5,9
2405574,16,126,1-16-2024-126-NM1,21,1,H,6,775,1,252,24,7,0,101,12,2,196.102077456907,5,9
2400618,16,20,1-16-2024-020-NM1,21,2,H,10,88,1,888,888,888,8,999,98,3,19.3635256654646,5,9
2400618,16,20,1-16-2024-020-NM1,21,2,I,10,61,1,888,888,888,8,999,98,1,19.3635256654646,5,9
2405547,30,189,1-30-2024-189-NM1,21,1,A,1,701,1,34,-19,0,0,859,3,3,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,1,B,1,701,1,34,-36,0,0,859,3,3,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,1,C,1,700,2,35,50,0,0,859,3,3,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,1,D,1,700,2,35,-72,0,0,859,3,3,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,1,E,1,700,2,44,43,0,0,859,3,3,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,1,F,1,700,1,48,-39,0,0,849,3,3,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,1,G,1,700,1,58,33,0,0,849,3,3,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,1,H,1,700,1,73,-78,0,0,999,3,3,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,1,I,5,770,2,102,31,1,0,999,5,3,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,1,J,1,706,1,104,-78,999,8,999,98,3,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,1,K,5,770,1,120,-75,1,0,999,5,3,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,1,L,2,720,1,139,-91,3,0,999,5,3,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,1,M,5,770,1,179,-67,1,0,999,5,3,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,1,N,6,775,1,209,-71,888,8,101,96,3,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,1,O,6,775,1,210,-56,888,8,999,2,3,33.3381262919494,10,9
2404371,22,130,1-22-2024-130-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,24.4305122731702,12,9
2401755,81,34,1-81-2024-034-NM1,21,1,D,1,700,1,999,999,999,9,849,3,3,46.909790827141,8,9
2405578,32,150,1-32-2024-150-NM1,21,1,A,1,700,1,72,-60,37,0,859,3,2,61.8412176679644,7,9
2405578,32,150,1-32-2024-150-NM1,21,1,B,1,706,1,56,-56,28,0,849,2,2,61.8412176679644,7,9
2405578,32,150,1-32-2024-150-NM1,21,1,C,2,720,1,83,-10,46,0,519,1,2,61.8412176679644,7,9
2405578,32,150,1-32-2024-150-NM1,21,1,D,2,722,1,82,46,30,0,719,1,2,61.8412176679644,7,9
2405578,32,150,1-32-2024-150-NM1,21,1,E,2,732,1,82,70,12,0,401,2,2,61.8412176679644,7,9
2405578,32,150,1-32-2024-150-NM1,21,1,F,2,738,1,78,194,12,0,999,3,2,61.8412176679644,7,9
2405578,32,150,1-32-2024-150-NM1,21,1,G,2,738,1,82,196,43,0,999,1,2,61.8412176679644,7,9
2405578,32,150,1-32-2024-150-NM1,21,1,H,2,736,1,80,286,15,0,999,1,2,61.8412176679644,7,9
2405594,27,174,1-27-2024-174-NM2,22,1,B,10,61,1,888,888,888,0,601,98,1,41.6395308351094,3,9
2405594,27,174,1-27-2024-174-NM2,22,1,C,10,61,2,888,888,888,0,823,98,1,41.6395308351094,3,9
2404354,12,79,1-12-2024-079-NM2,22,1,F,5,770,1,999,999,999,0,999,5,2,719.957760795501,9,9
2404354,12,79,1-12-2024-079-NM2,22,1,G,5,770,1,999,999,999,0,999,5,2,719.957760795501,9,9
2404354,12,79,1-12-2024-079-NM2,22,1,A,1,701,1,999,999,999,0,999,1,2,719.957760795501,9,9
2404354,12,79,1-12-2024-079-NM2,22,1,I,2,730,1,888,888,888,8,999,96,3,719.957760795501,9,9
2404182,77,135,1-77-2024-135-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,829.004115071482,9,9
2404354,12,79,1-12-2024-079-NM2,22,1,J,10,61,1,888,888,888,8,999,98,1,719.957760795501,9,9
2404354,12,79,1-12-2024-079-NM2,22,1,H,2,720,1,999,999,999,0,999,1,2,719.957760795501,9,9
2405547,30,189,1-30-2024-189-NM1,21,1,P,6,784,1,210,-79,1,0,101,1,3,33.3381262919494,10,9
2404051,59,121,1-59-2024-121-NM2,22,1,C,10,61,1,888,888,888,8,999,98,2,778.982106600467,6,9
2406259,30,213,1-30-2024-213-NM1,21,1,D,1,703,1,118,-46,999,0,741,5,3,70.0679338170937,10,9
2406259,30,213,1-30-2024-213-NM1,21,1,E,5,770,1,130,-6,999,0,722,5,3,70.0679338170937,10,9
2406259,30,213,1-30-2024-213-NM1,21,1,F,5,770,1,141,-52,999,0,761,5,3,70.0679338170937,10,9
2406259,30,213,1-30-2024-213-NM1,21,1,G,5,770,1,144,4,999,0,712,5,3,70.0679338170937,10,9
2404760,32,138,1-32-2024-138-NM1,21,1,H,3,753,1,226,83,888,8,999,2,2,41.8806863445024,7,9
2404449,11,136,1-11-2024-136-NM1,21,1,F,6,784,1,250,115,999,0,729,5,3,37.1071357763572,8,9
2404760,32,138,1-32-2024-138-NM1,21,1,I,3,754,1,888,888,888,8,999,2,2,41.8806863445024,7,9
2404760,32,138,1-32-2024-138-NM1,21,1,J,3,758,1,888,888,888,8,999,1,2,41.8806863445024,7,9
2404760,32,138,1-32-2024-138-NM1,21,1,K,3,758,1,888,888,888,8,999,5,2,41.8806863445024,7,9
2404449,11,136,1-11-2024-136-NM1,21,1,G,10,61,1,888,888,888,8,999,98,2,37.1071357763572,8,9
2404760,32,138,1-32-2024-138-NM1,21,1,E,5,772,1,103,113,5,0,831,5,2,41.8806863445024,7,9
2404760,32,138,1-32-2024-138-NM1,21,1,L,10,61,1,888,888,888,8,999,98,1,41.8806863445024,7,9
2405977,26,132,1-26-2024-132-NM1,21,1,A,1,706,1,999,999,999,0,999,2,3,29.2426811637843,10,9
2404700,69,110,1-69-2024-110-NM1,21,1,D,5,770,1,118,-35,999,0,719,3,1,7.66811372485411,8,9
2404700,69,110,1-69-2024-110-NM1,21,1,E,1,706,1,90,-55,888,9,819,2,1,7.66811372485411,8,9
2404700,69,110,1-69-2024-110-NM1,21,1,F,10,61,1,888,888,888,8,999,98,2,7.66811372485411,8,9
2404764,33,92,1-33-2024-092-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,355.828360472917,12,9
2404946,60,72,1-60-2024-072-NM1,21,1,F,5,770,1,145,35,999,0,512,5,1,43.22330010499,8,9
2404946,60,72,1-60-2024-072-NM1,21,1,G,10,61,1,888,888,888,8,999,98,2,43.22330010499,8,9
2404089,33,76,1-33-2024-076-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,228.732430580773,12,9
2404089,33,76,1-33-2024-076-NM2,22,2,A,10,61,1,888,888,888,8,999,98,2,228.732430580773,12,9
2404816,30,163,1-30-2024-163-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,814.767720332015,10,9
2405352,29,89,1-29-2024-089-NM1,21,1,C,1,703,1,110,-95,1,0,999,5,2,37.5008426016573,2,9
2405352,29,89,1-29-2024-089-NM1,21,1,D,10,61,1,888,888,888,8,999,98,1,37.5008426016573,2,9
2406368,20,150,1-20-2024-150-NM2,22,1,A,99,61,1,888,888,888,8,999,98,1,450.978616278898,11,9
2406259,30,213,1-30-2024-213-NM1,21,1,I,10,61,1,888,888,888,0,999,98,1,70.0679338170937,10,9
2405454,11,165,1-11-2024-165-NM1,21,1,A,10,61,1,888,888,888,8,101,98,1,37.1071357763572,8,9
2405547,30,189,1-30-2024-189-NM1,21,1,S,10,61,1,888,888,888,8,999,98,1,33.3381262919494,10,9
2405485,30,188,1-30-2024-188-NM1,21,2,C,3,756,1,888,888,888,8,999,5,2,122.593345242516,10,9
2402542,16,78,1-16-2024-078-NM1,21,1,F,10,61,1,888,888,888,0,871,98,1,21.9314980825962,5,9
2401592,28,42,1-28-2024-042-NM2,22,1,D,5,770,1,999,999,999,9,512,5,1,37.9334438090452,3,9
2401592,28,42,1-28-2024-042-NM2,22,1,F,10,61,1,888,888,888,8,999,98,2,37.9334438090452,3,9
2404311,19,58,1-19-2024-058-NM1,21,1,B,1,700,1,46,34,1,0,999,96,1,58.1964149408969,9,9
2404311,19,58,1-19-2024-058-NM1,21,1,D,1,702,1,67,42,1,0,999,5,1,58.1964149408969,9,9
2404311,19,58,1-19-2024-058-NM1,21,1,E,1,703,1,67,42,5,0,999,96,1,58.1964149408969,9,9
2404311,19,58,1-19-2024-058-NM1,21,1,C,1,706,1,61,30,999,0,999,2,1,58.1964149408969,9,9
2405354,29,91,1-29-2024-091-NM2,22,1,B,3,750,1,888,888,888,0,999,5,2,400.603383200049,2,9
2404045,81,98,1-81-2024-098-NM1,21,1,D,1,703,1,999,999,999,0,999,1,3,74.6147978501919,8,9
2404045,81,98,1-81-2024-098-NM1,21,1,E,5,770,1,999,999,999,0,999,1,2,74.6147978501919,8,9
2404045,81,98,1-81-2024-098-NM1,21,1,F,6,775,1,999,999,999,0,101,11,1,74.6147978501919,8,9
2404045,81,98,1-81-2024-098-NM1,21,1,G,2,720,1,999,999,999,0,999,5,2,74.6147978501919,8,9
2404045,81,98,1-81-2024-098-NM1,21,1,H,2,730,1,999,999,999,0,999,5,2,74.6147978501919,8,9
2404045,81,98,1-81-2024-098-NM1,21,1,I,2,733,1,999,999,999,0,999,5,2,74.6147978501919,8,9
2405263,81,135,1-81-2024-135-NM1,21,1,D,5,770,1,999,999,999,0,101,5,2,20.6268312285561,8,9
2405263,81,135,1-81-2024-135-NM1,21,1,E,10,61,1,888,888,888,8,999,98,1,20.6268312285561,8,9
2405420,30,185,1-30-2024-185-NM1,21,1,B,10,61,1,888,888,888,8,999,96,1,122.593345274421,10,9
2405047,33,97,1-33-2024-097-NM1,21,1,J,10,61,1,888,888,888,8,999,98,3,55.4261582929793,12,9
2405047,33,97,1-33-2024-097-NM1,21,1,K,10,61,2,888,888,888,8,999,98,3,55.4261582929793,12,9
2405604,29,93,1-29-2024-093-NM1,21,1,A,5,772,1,160,72,0,0,999,3,2,118.587450301321,2,9
2405604,29,93,1-29-2024-093-NM1,21,1,B,5,770,1,190,55,0,0,999,3,2,118.587450301321,2,9
2405604,29,93,1-29-2024-093-NM1,21,1,C,5,770,1,155,52,0,0,999,3,2,118.587450301321,2,9
2405604,29,93,1-29-2024-093-NM1,21,1,E,10,61,1,888,888,888,8,999,98,1,118.587450301321,2,9
2405578,32,150,1-32-2024-150-NM1,21,1,I,5,770,1,65,-50,999,0,819,5,2,61.8412176679644,7,9
2405578,32,150,1-32-2024-150-NM1,21,1,J,10,61,1,888,888,888,8,999,98,2,61.8412176679644,7,9
2405111,15,197,1-15-2024-197-NM2,22,1,A,10,61,1,999,999,999,8,999,98,3,69.3276767334112,1,9
2405732,29,96,1-29-2024-096-NM1,21,2,A,10,59,1,888,888,888,0,999,98,1,151.12126186189,2,9
2405732,29,96,1-29-2024-096-NM1,21,2,B,10,61,1,888,888,888,0,999,98,1,151.12126186189,2,9
2405648,14,114,1-14-2024-114-NM1,21,1,E,5,770,1,999,999,999,0,999,5,1,89.7759087557985,8,9
2405648,14,114,1-14-2024-114-NM1,21,1,F,10,61,1,888,888,888,8,999,98,1,89.7759087557985,8,9
2406239,57,194,1-57-2024-194-NM1,21,1,C,1,703,1,999,999,999,0,999,6,3,19.2604769426058,1,9
2406239,57,194,1-57-2024-194-NM1,21,1,D,1,703,1,999,999,999,0,999,3,3,19.2604769426058,1,9
2406239,57,194,1-57-2024-194-NM1,21,1,E,1,703,1,999,999,999,0,999,3,3,19.2604769426058,1,9
2406239,57,194,1-57-2024-194-NM1,21,1,F,10,61,1,888,888,888,8,999,98,3,19.2604769426058,1,9
2405856,82,164,1-82-2024-164-NM1,21,1,A,10,61,1,888,888,888,8,999,98,1,141.753382777396,1,9
2405677,69,143,1-69-2024-143-NM1,21,1,C,3,753,1,999,999,0,0,999,3,3,7.66811372485411,8,9
2405677,69,143,1-69-2024-143-NM1,21,1,D,10,72,1,888,888,888,0,999,98,1,7.66811372485411,8,9
2406194,82,169,1-82-2024-169-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,291.351098901355,1,9
2405677,69,143,1-69-2024-143-NM1,21,1,E,10,72,2,888,888,888,8,999,96,1,7.66811372485411,8,9
2405677,69,143,1-69-2024-143-NM1,21,1,F,10,61,1,888,888,888,8,999,98,1,7.66811372485411,8,9
2405677,69,143,1-69-2024-143-NM1,21,1,G,10,61,2,888,888,888,8,999,98,1,7.66811372485411,8,9
2403772,81,91,1-81-2024-091-NM1,21,1,I,10,61,1,888,888,888,8,999,96,2,42.9814225528816,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,F,1,702,1,70,49,5,0,999,5,2,20.2135532866767,8,9
2405870,81,152,1-81-2024-152-NM1,21,1,K,10,61,1,888,888,888,8,999,98,1,20.2135532866767,8,9
2405485,30,188,1-30-2024-188-NM1,21,2,D,3,756,1,888,888,888,0,999,5,2,122.593345242516,10,9
2405485,30,188,1-30-2024-188-NM1,21,2,E,3,756,1,888,888,888,0,999,5,2,122.593345242516,10,9
2405485,30,188,1-30-2024-188-NM1,21,2,F,10,61,1,888,888,888,8,999,98,1,122.593345242516,10,9
2405448,60,86,1-60-2024-086-NM1,21,1,J,10,61,1,888,888,888,8,999,98,1,43.22330010499,8,9
2405527,48,179,1-48-2024-179-NM1,21,1,A,5,770,1,999,999,999,0,999,5,2,85.8427679861707,12,9
2405527,48,179,1-48-2024-179-NM1,21,1,B,5,770,1,999,999,999,0,999,5,2,85.8427679861707,12,9
2405527,48,179,1-48-2024-179-NM1,21,1,C,5,770,1,999,999,999,0,999,5,2,85.8427679861707,12,9
2405547,30,189,1-30-2024-189-NM1,21,1,Q,6,775,2,260,-54,888,0,101,12,3,33.3381262919494,10,9
2405547,30,189,1-30-2024-189-NM1,21,1,R,10,61,2,888,888,888,8,999,98,1,33.3381262919494,10,9
2404463,14,82,1-14-2024-082-NM2,22,1,C,1,701,1,110,137,0,0,999,98,3,398.655902879135,8,9
2404463,14,82,1-14-2024-082-NM2,22,1,D,7,791,1,145,147,0,0,999,9,3,398.655902879135,8,9
2404463,14,82,1-14-2024-082-NM2,22,1,E,10,61,1,888,888,888,0,999,98,1,398.655902879135,8,9
2404463,14,82,1-14-2024-082-NM2,22,1,A,5,770,1,110,75,0,0,999,3,3,398.655902879135,8,9
2405551,33,106,1-33-2024-106-NM1,21,1,A,5,770,1,94,-52,0,0,739,3,3,41.0900179301514,12,9
2404328,16,114,1-16-2024-114-NM1,21,1,A,10,61,1,888,888,888,8,999,98,2,55.2220906459898,5,9
2405042,18,126,1-18-2024-126-NM2,22,1,A,10,61,1,888,888,888,8,999,98,3,352.555780341459,6,9
2404582,24,129,1-24-2024-129-NM1,21,1,B,1,706,1,105,-60,888,8,829,2,1,23.1726143074507,1,9
2404582,24,129,1-24-2024-129-NM1,21,1,D,1,703,1,110,-62,3,0,999,1,1,23.1726143074507,1,9
2404582,24,129,1-24-2024-129-NM1,21,1,E,2,720,1,130,-70,999,9,511,1,1,23.1726143074507,1,9
2404582,24,129,1-24-2024-129-NM1,21,1,F,5,770,1,165,-65,3,0,711,1,1,23.1726143074507,1,9
2404582,24,129,1-24-2024-129-NM1,21,1,G,2,732,1,220,-75,999,8,749,98,2,23.1726143074507,1,9
2402168,48,72,1-48-2024-072-NM2,22,1,B,10,61,1,888,888,888,0,999,98,1,76.3842355060005,12,9
2405849,18,144,1-18-2024-144-NM2,22,1,A,10,61,1,888,888,888,8,999,98,3,131.063519990856,6,9
2405730,26,128,1-26-2024-128-NM1,21,1,A,1,701,1,25,40,888,0,871,2,2,26.5232523906936,10,9
2405730,26,128,1-26-2024-128-NM1,21,1,B,1,703,1,110,35,6,1,811,1,2,26.5232523906936,10,9
2405730,26,128,1-26-2024-128-NM1,21,1,C,6,776,1,190,48,888,0,999,1,3,26.5232523906936,10,9
2405730,26,128,1-26-2024-128-NM1,21,1,D,6,777,1,295,50,888,0,999,3,3,26.5232523906936,10,9
2405730,26,128,1-26-2024-128-NM1,21,1,E,6,782,1,320,48,999,0,999,3,2,26.5232523906936,10,9
2404477,27,140,1-27-2024-140-NM2,22,1,D,10,61,1,888,888,888,8,999,98,1,26.6993316813968,3,9
2405677,69,143,1-69-2024-143-NM1,21,1,A,6,775,1,238,57,6,0,711,12,1,7.66811372485411,8,9
2405677,69,143,1-69-2024-143-NM1,21,1,B,3,740,1,163,102,0,0,841,3,3,7.66811372485411,8,9
2404542,10,84,1-10-2024-084-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,303.372657865986,4,9
2404327,16,113,1-16-2024-113-NM1,21,1,C,5,770,1,999,-35,1,0,819,9,2,55.2220906582399,5,9
2404327,16,113,1-16-2024-113-NM1,21,1,D,10,61,1,888,888,888,8,999,98,2,55.2220906582399,5,9
2404592,11,140,1-11-2024-140-NM1,21,1,A,1,702,1,999,999,999,0,999,2,2,37.1071357763572,8,9
2404374,29,60,1-29-2024-060-NM1,21,1,E,5,770,1,118,-35,2,0,511,1,2,40.3751173333703,2,9
2404311,19,58,1-19-2024-058-NM1,21,1,G,10,61,1,888,888,888,8,999,98,1,58.1964149408969,9,9
2402625,21,52,1-21-2024-052-NM2,22,1,D,1,703,1,73,94,999,8,601,5,1,1946.80039165077,11,9
2402625,21,52,1-21-2024-052-NM2,22,1,E,5,770,1,75,94,999,8,601,5,1,1946.80039165077,11,9
2402625,21,52,1-21-2024-052-NM2,22,1,F,5,772,1,90,94,999,8,601,5,1,1946.80039165077,11,9
2402625,21,52,1-21-2024-052-NM2,22,1,G,6,775,1,238,114,888,8,101,12,1,1946.80039165077,11,9
2402625,21,52,1-21-2024-052-NM2,22,1,H,6,784,1,238,117,0,8,101,3,1,1946.80039165077,11,9
2402625,21,52,1-21-2024-052-NM2,22,1,I,3,753,1,242,125,888,8,712,2,1,1946.80039165077,11,9
2402625,21,52,1-21-2024-052-NM2,22,1,J,10,61,1,888,888,888,8,999,98,1,1946.80039165077,11,9
2402535,24,69,1-24-2024-069-NM1,21,1,B,1,700,1,999,999,999,0,999,3,2,23.1726143074507,1,9
2402535,24,69,1-24-2024-069-NM1,21,1,C,1,700,1,999,999,999,0,999,2,2,23.1726143074507,1,9
2402535,24,69,1-24-2024-069-NM1,21,1,D,8,802,1,999,999,999,1,999,2,2,23.1726143074507,1,9
2402535,24,69,1-24-2024-069-NM1,21,1,E,10,61,1,888,888,888,8,999,98,1,23.1726143074507,1,9
2403886,24,109,1-24-2024-109-NM1,21,2,A,1,701,1,23,46,0,0,859,96,2,23.1726143074507,1,9
2403886,24,109,1-24-2024-109-NM1,21,2,B,1,700,1,33,39,0,0,851,3,2,23.1726143074507,1,9
2402571,32,94,1-32-2024-094-NM1,21,1,B,1,706,1,50,73,999,8,831,5,2,27.5926066558606,7,9
2402571,32,94,1-32-2024-094-NM1,21,1,D,3,740,1,62,80,999,8,999,5,2,27.5926066558606,7,9
2402571,32,94,1-32-2024-094-NM1,21,1,E,3,753,1,213,80,888,8,999,5,2,27.5926066558606,7,9
2402571,32,94,1-32-2024-094-NM1,21,1,F,10,61,1,999,999,888,8,999,98,1,27.5926066558606,7,9
2404029,82,106,1-82-2024-106-NM2,22,1,A,10,61,1,888,888,888,8,999,98,1,313.918669121444,1,9
2404374,29,60,1-29-2024-060-NM1,21,1,A,5,770,1,97,-24,3,0,811,1,2,40.3751173333703,2,9
2404374,29,60,1-29-2024-060-NM1,21,1,B,6,775,1,183,-19,4,1,101,2,2,40.3751173333703,2,9
2404374,29,60,1-29-2024-060-NM1,21,1,C,6,775,1,171,-37,2,1,769,2,2,40.3751173333703,2,9
2404374,29,60,1-29-2024-060-NM1,21,1,D,6,775,1,241,-25,1,0,769,2,2,40.3751173333703,2,9
2402620,31,52,1-31-2024-052-NM2,22,1,C,1,706,1,75,65,888,0,511,98,3,197.377933176122,6,9
2402620,31,52,1-31-2024-052-NM2,22,1,D,1,702,1,80,17,999,0,999,5,2,197.377933176122,6,9
2402933,77,98,1-77-2024-098-NM1,21,1,C,1,700,1,999,999,999,9,999,3,3,113.21347390618,9,9
2405355,67,48,1-67-2024-048-NM2,22,1,I,10,61,1,888,888,888,8,999,98,2,466.844383438263,7,9
2401487,59,47,1-59-2024-047-NM2,22,1,A,10,61,1,888,888,888,8,999,98,3,122.869992801552,6,9
2406132,10,129,1-10-2024-129-NM1,21,1,B,10,88,1,888,888,888,8,999,98,3,31.3806248143146,4,9
2404276,81,106,1-81-2024-106-NM1,21,1,A,1,702,1,69,70,2,0,851,5,3,34.7221032435964,8,9
2404276,81,106,1-81-2024-106-NM1,21,1,B,5,770,1,105,77,1,0,819,3,3,34.7221032435964,8,9
2404276,81,106,1-81-2024-106-NM1,21,1,C,5,770,1,192,238,1,0,729,3,3,34.7221032435964,8,9
2404276,81,106,1-81-2024-106-NM1,21,1,D,2,720,1,164,270,1,0,519,3,3,34.7221032435964,8,9
2404276,81,106,1-81-2024-106-NM1,21,1,E,6,775,1,222,202,10,1,101,12,2,34.7221032435964,8,9
2404276,81,106,1-81-2024-106-NM1,21,1,F,2,722,1,211,50,1,0,729,3,3,34.7221032435964,8,9
2404276,81,106,1-81-2024-106-NM1,21,1,G,2,732,1,229,244,23,1,999,5,2,34.7221032435964,8,9
2404276,81,106,1-81-2024-106-NM1,21,1,H,2,729,1,380,224,6,1,859,5,2,34.7221032435964,8,9
2402547,59,79,1-59-2024-079-NM1,21,1,M,10,61,1,888,888,888,8,999,98,1,62.3822922049643,6,9
2402679,13,64,1-13-2024-064-NM1,21,1,F,10,61,1,888,888,888,8,999,98,1,52.9890988226477,7,9
2403644,21,77,1-21-2024-077-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,1397.14293235216,11,9
2403218,16,96,1-16-2024-096-NM1,21,1,B,10,61,1,888,888,888,8,999,98,2,19.3635256654646,5,9
2404012,32,127,1-32-2024-127-NM1,21,1,A,1,702,1,999,999,999,0,999,1,3,81.1432128652192,7,9
2402738,32,98,1-32-2024-098-NM1,21,1,A,1,701,1,30,-75,999,9,999,2,2,72.5717518696977,7,9
2402738,32,98,1-32-2024-098-NM1,21,1,E,1,703,1,77,-65,2,0,999,5,2,72.5717518696977,7,9
2402738,32,98,1-32-2024-098-NM1,21,1,H,10,61,1,999,999,888,8,999,98,1,72.5717518696977,7,9
2402738,32,98,1-32-2024-098-NM1,21,1,C,1,702,1,70,-65,5,0,999,5,2,72.5717518696977,7,9
2404327,16,113,1-16-2024-113-NM1,21,1,A,1,703,1,999,-25,1,0,823,1,2,55.2220906582399,5,9
2404327,16,113,1-16-2024-113-NM1,21,1,B,5,770,1,999,-62,1,0,101,1,2,55.2220906582399,5,9
2403432,62,93,1-62-2024-093-NM2,22,1,A,10,61,1,888,888,888,8,999,98,2,1033.17136515517,7,9
2403616,32,123,1-32-2024-123-NM1,21,1,D,2,733,1,999,999,999,9,999,96,2,73.4062485290255,7,9
2403616,32,123,1-32-2024-123-NM1,21,1,E,1,700,1,999,999,999,9,999,2,2,73.4062485290255,7,9
2403616,32,123,1-32-2024-123-NM1,21,1,F,1,703,1,999,999,999,9,999,1,3,73.4062485290255,7,9
