CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,NUMEVENTS,CDRVERCOLL,CDRVERREPT,MODTYPE,IGCYCDOWN,CASEWGT,PSUSTRAT,VERSION
2402214,16,64,1-16-2024-064-05,5,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7695,20.614517656908,5,9
2402214,16,64,1-16-2024-064-05,5,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11024,20.614517656908,5,9
2402226,32,81,1-32-2024-081-06,6,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,21472,1363.47012881423,7,9
2402227,16,65,1-16-2024-065-05,5,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,20.614517650874,5,9
2402226,32,81,1-32-2024-081-06,6,3,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12332,1363.47012881423,7,9
2402227,16,65,1-16-2024-065-05,5,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,19439,20.614517650874,5,9
2402222,14,36,1-14-2024-036-01,1,1,1,2,23.3,23.3,1,18082,108.708252778353,8,9
2402225,32,80,1-32-2024-080-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2490,368.078348959878,7,9
2402222,14,36,1-14-2024-036-01,1,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12798,108.708252778353,8,9
2402229,27,71,1-27-2024-071-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1735,47.5169504868394,3,9
2402232,52,33,1-52-2024-033-06,6,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15179,46.2010897527895,12,9
2402235,76,62,1-76-2024-062-05,5,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7254,127.614650714474,3,9
2402229,27,71,1-27-2024-071-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3084,47.5169504868394,3,9
2402233,52,34,1-52-2024-034-09,9,3,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,80.32651370133,12,9
2402228,27,70,1-27-2024-070-NM2,22,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10105,30.6673615919684,3,9
2402246,22,64,1-22-2024-064-06,6,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,25.2675524846257,12,9
2402246,22,64,1-22-2024-064-06,6,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,17514,25.2675524846257,12,9
2402230,27,72,1-27-2024-072-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1272,39.3017294904609,3,9
2402231,27,73,1-27-2024-073-09,9,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,79.681964819964,3,9
2402248,22,66,1-22-2024-066-06,6,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6301,25.2675524846257,12,9
2402237,82,52,1-82-2024-052-02,2,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2825,23.9814262485552,1,9
2402251,26,59,1-26-2024-059-02,2,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,21.1529220587709,10,9
2402258,54,55,1-54-2024-055-10,10,1,1,2,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,21364,297.406603751546,9,9
2402264,16,66,1-16-2024-066-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,643.878867462447,5,9
2402264,16,66,1-16-2024-066-06,6,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12643,643.878867462447,5,9
2402265,73,67,1-73-2024-067-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6107,23.5881329232141,3,9
2402236,11,56,1-11-2024-056-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15836,89.3897343071386,8,9
2402266,13,57,1-13-2024-057-02,2,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,28193,18.6467959659871,7,9
2402266,13,57,1-13-2024-057-02,2,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6382,18.6467959659871,7,9
2402269,66,51,1-66-2024-051-05,5,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12386,116.980491892491,6,9
2402271,66,53,1-66-2024-053-07,7,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6792,133.367571576148,6,9
2402268,31,44,1-31-2024-044-07,7,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7969,230.868935151332,6,9
2402272,11,59,1-11-2024-059-06,6,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,331.125785841071,8,9
2402272,11,59,1-11-2024-059-06,6,3,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,331.125785841071,8,9
2402273,77,76,1-77-2024-076-09,9,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11807,2444.25584064143,9,9
2402275,77,78,1-77-2024-078-08,8,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,341.959658651189,9,9
2402276,77,79,1-77-2024-079-02,2,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,795,83.1566199866033,9,9
2402277,59,70,1-59-2024-070-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,77,59.722887639445,6,9
2402277,59,70,1-59-2024-070-03,3,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,22092,59.722887639445,6,9
2402284,54,57,1-54-2024-057-08,8,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,30235,161.994257211147,9,9
2402283,54,56,1-54-2024-056-09,9,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,118.814051563781,9,9
2402279,59,72,1-59-2024-072-02,2,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8308,48.7900687173874,6,9
2402279,59,72,1-59-2024-072-02,2,2,1,1,E-N-H-01-00-0060,EDR002-R01,1,131,48.7900687173874,6,9
2402280,59,73,1-59-2024-073-08,8,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,27085,77.4683248872621,6,9
2402286,54,59,1-54-2024-059-07,7,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,14161,248.157241541513,9,9
2402293,18,74,1-18-2024-074-09,9,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,20137,1826.71775201781,6,9
2402293,18,74,1-18-2024-074-09,9,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,1826.71775201781,6,9
2402295,62,58,1-62-2024-058-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5539,418.15320145516,7,9
2402287,81,45,1-81-2024-045-06,6,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,3485.90739032766,8,9
2402298,48,73,1-48-2024-073-04,4,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,85.7677087053401,12,9
2402290,57,47,1-57-2024-047-04,4,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,741,690.778219058365,1,9
2402291,57,48,1-57-2024-048-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3268,110.52437398961,1,9
2402291,57,48,1-57-2024-048-03,3,3,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,23016,110.52437398961,1,9
2402285,54,58,1-54-2024-058-07,7,2,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,999997,248.157241541513,9,9
2402302,13,58,1-13-2024-058-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12054,3257.73544489409,7,9
2402302,13,58,1-13-2024-058-06,6,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,22528,3257.73544489409,7,9
2402285,54,58,1-54-2024-058-07,7,3,1,2,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,999997,248.157241541513,9,9
2402305,30,79,1-30-2024-079-02,2,2,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7444,16.2875943881497,10,9
2402289,81,47,1-81-2024-047-NM1,21,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11546,30.4851567966787,8,9
2402309,73,69,1-73-2024-069-03,3,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,19104,23.5881329232141,3,9
2402309,73,69,1-73-2024-069-03,3,2,1,3,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,3235,23.5881329232141,3,9
2402310,73,70,1-73-2024-070-06,6,2,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16819,89.1819804751388,3,9
2402311,73,71,1-73-2024-071-03,3,1,1,2,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,8578,23.5881329232141,3,9
2402325,12,39,1-12-2024-039-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15274,164.057323491007,9,9
2402325,12,39,1-12-2024-039-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6470,164.057323491007,9,9
2402319,69,43,1-69-2024-043-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5210,51.0270559627138,8,9
2402322,12,40,1-12-2024-040-10,10,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,4396.75684153562,9,9
2402324,33,39,1-33-2024-039-06,6,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,14534,156.836222800646,12,9
2402320,69,44,1-69-2024-044-02,2,1,1,1,E-N-H-01-00-0060,EDR001-R01,1,4531,7.30201599951961,8,9
2402320,69,44,1-69-2024-044-02,2,2,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,7.30201599951961,8,9
2402321,69,45,1-69-2024-045-03,3,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5842,51.0270559627138,8,9
2402329,17,75,1-17-2024-075-01,1,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9599,79.7282237668519,4,9
2402327,20,65,1-20-2024-065-04,4,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4737,167.519556813425,11,9
2402336,24,57,1-24-2024-057-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16278,93.2665902000933,1,9
2402336,24,57,1-24-2024-057-03,3,3,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4776,93.2665902000933,1,9
2402337,24,58,1-24-2024-058-01,1,1,1,4,24.0,Unknown,1,999997,23.1726143074507,1,9
2402334,11,61,1-11-2024-061-05,5,1,1,6,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13613,31.8812723055547,8,9
2402337,24,58,1-24-2024-058-01,1,2,1,1,24.0,24.0,1,999997,23.1726143074507,1,9
2402339,25,55,1-25-2024-055-06,6,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12859,717.747065771386,2,9
2402332,17,78,1-17-2024-078-03,3,1,1,1,Crash Data Retrieval Tool 24.0,Crash Data Retrieval Tool 24.3.648,1,3506,94.8735238770259,4,9
2402340,25,56,1-25-2024-056-03,3,1,1,6,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,4355,193.760867503639,2,9
2402342,16,67,1-16-2024-067-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16326,192.790223628768,5,9
2402342,16,67,1-16-2024-067-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7485,192.790223628768,5,9
2402346,28,67,1-28-2024-067-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,20058,47.851485985308,3,9
2402346,28,67,1-28-2024-067-04,4,2,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,47.851485985308,3,9
2402343,16,68,1-16-2024-068-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1136,771.44724650232,5,9
2402348,28,69,1-28-2024-069-04,4,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,47.851485985308,3,9
2402344,16,69,1-16-2024-069-NM1,21,1,1,0,v23.33.1,v24.15.1,1,999997,26.1808531062603,5,9
2402343,16,68,1-16-2024-068-04,4,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,775,771.44724650232,5,9
2402345,16,70,1-16-2024-070-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4901,192.790223628768,5,9
2402345,16,70,1-16-2024-070-03,3,2,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1064,192.790223628768,5,9
2402356,14,38,1-14-2024-038-02,2,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,14935,77.0447891691359,8,9
2402356,14,38,1-14-2024-038-02,2,2,1,5,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2889,77.0447891691359,8,9
2402353,32,84,1-32-2024-084-02,2,1,1,6,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1203,8.40925917720626,7,9
2402353,32,84,1-32-2024-084-02,2,2,1,1,23.33.1,24.22.1,1,1883,8.40925917720626,7,9
2402360,52,36,1-52-2024-036-03,3,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2774,37.7054990290211,12,9
2402361,77,80,1-77-2024-080-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7952,253.416782188654,9,9
2402368,20,67,1-20-2024-067-03,3,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3463,46.8545499360671,11,9
2402375,20,68,1-20-2024-068-03,3,1,1,2,E-N-K-00-0056,EDR001-R01,1,15260,46.8545499360671,11,9
2402375,20,68,1-20-2024-068-03,3,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3803,46.8545499360671,11,9
2402378,26,65,1-26-2024-065-07,7,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6948,1750.10319269405,10,9
2402373,26,66,1-26-2024-066-09,9,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,27947,1299.91372162287,10,9
2402380,27,74,1-27-2024-074-06,6,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16427,78.7044382164163,3,9
2402382,27,76,1-27-2024-076-04,4,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,91.1489486547192,3,9
2402382,27,76,1-27-2024-076-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4339,91.1489486547192,3,9
2402383,27,77,1-27-2024-077-08,8,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,18711,21.3841184069551,3,9
2402384,60,26,1-60-2024-026-03,3,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,19006,267.027731709782,8,9
2402384,60,26,1-60-2024-026-03,3,3,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,855,267.027731709782,8,9
2402304,30,78,1-30-2024-078-NM1,21,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1821,42.5560416047343,10,9
2402386,82,58,1-82-2024-058-04,4,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3716,595.159797221277,1,9
2402390,66,55,1-66-2024-055-07,7,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8761,133.367571576148,6,9
2402389,66,54,1-66-2024-054-09,9,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13597,97.5596917228585,6,9
2402320,69,44,1-69-2024-044-02,2,3,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,34899,7.30201599951961,8,9
2402392,21,49,1-21-2024-049-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,10346,176.256889010131,11,9
2402393,77,81,1-77-2024-081-06,6,2,1,1,E-N-K-01-00-0056,EDR001-R01,1,6561,396.912628940669,9,9
2402394,77,82,1-77-2024-082-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2053,78.5516932728452,9,9
2402394,77,82,1-77-2024-082-03,3,1,2,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,6,999997,78.5516932728452,9,9
2402395,77,83,1-77-2024-083-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,23145,78.5516932728452,9,9
2402399,59,76,1-59-2024-076-07,7,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12732,417.399556854223,6,9
2402400,59,77,1-59-2024-077-06,6,2,1,1,E-N-H-01-00-0060,EDR001-R01,1,11662,109.268934732202,6,9
2402403,81,50,1-81-2024-050-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4692,4194.66055709095,8,9
2402410,54,60,1-54-2024-060-07,7,1,1,1,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,9569,279.908966338472,9,9
2402417,18,77,1-18-2024-077-06,6,1,1,5,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,27670,172.994115439281,6,9
2402404,62,61,1-62-2024-061-01,1,3,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11120,99.2483684628632,7,9
2402418,48,77,1-48-2024-077-05,5,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9171,80.9035530796695,12,9
2402418,48,77,1-48-2024-077-05,5,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,80.9035530796695,12,9
2402406,62,63,1-62-2024-063-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3194,2493.02751254833,7,9
2402419,48,78,1-48-2024-078-06,6,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9719,391.203701020578,12,9
2402420,48,79,1-48-2024-079-NM1,21,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12499,85.8427679861707,12,9
2402405,62,62,1-62-2024-062-05,5,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,15530,79.6455162566525,7,9
2402405,62,62,1-62-2024-062-05,5,2,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,79.6455162566525,7,9
2402421,48,80,1-48-2024-080-09,9,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,18384,786.01808447299,12,9
2402423,10,33,1-10-2024-033-02,2,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1927,72.727305924336,4,9
2402415,13,61,1-13-2024-061-02,2,2,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2331,24.0212654326691,7,9
2402440,57,52,1-57-2024-052-03,3,3,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8762,205.855825695291,1,9
2402424,73,72,1-73-2024-072-03,3,2,1,3,Crash Data Retrieval Tool 23.3,Crash Data Retrieval Tool 24.3.648,1,23744,23.5881329232141,3,9
2402428,57,50,1-57-2024-050-05,5,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,7202,36.8561902184078,1,9
2402444,12,41,1-12-2024-041-04,4,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4072,1835.41974776362,9,9
2402443,33,41,1-33-2024-041-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12659,51.2513411158493,12,9
2402441,30,82,1-30-2024-082-07,7,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,5670,1606.47008990451,10,9
2402431,19,32,1-19-2024-032-02,2,1,1,1,E-N-H-01-00-0060,EDR002-R01,1,1929,45.0884525586451,9,9
2402445,12,42,1-12-2024-042-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1146,333.770307344468,9,9
2402447,69,46,1-69-2024-046-03,3,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,6074,167.095212552646,8,9
2402436,30,85,1-30-2024-085-07,7,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11698,1606.47008983315,10,9
2402432,19,33,1-19-2024-033-03,3,2,1,1,E-N-K-01-00-0056,EDR002-R01,1,1166,567.21441428325,9,9
2402436,30,85,1-30-2024-085-07,7,2,1,1,E-N-H-01-00-0060,EDR001-R01,1,20088,1606.47008983315,10,9
2402450,17,81,1-17-2024-081-06,6,1,1,3,Crash Data Retrieval Tool 24.0,Crash Data Retrieval Tool 24.3.648,1,23130,207.386851098491,4,9
2402450,17,81,1-17-2024-081-06,6,2,1,1,Crash Data Retrieval Tool 24.0,Crash Data Retrieval Tool 24.3.648,1,999997,207.386851098491,4,9
2402448,17,79,1-17-2024-079-03,3,1,1,3,Crash Data Retrieval Tool 24.0,Crash Data Retrieval Tool 24.3.648,1,15415,56.2627107467575,4,9
2402455,20,72,1-20-2024-072-05,5,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,13373,19.9171728154044,11,9
2402454,20,71,1-20-2024-071-04,4,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,499,265.271039595249,11,9
2402454,20,71,1-20-2024-071-04,4,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2038,265.271039595249,11,9
2402457,20,70,1-20-2024-070-06,6,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8065,230.868654194168,11,9
2402449,17,80,1-17-2024-080-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11997,207.386851098491,4,9
2402449,17,80,1-17-2024-080-06,6,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11801,207.386851098491,4,9
2402451,17,82,1-17-2024-082-06,6,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,4725,207.386851105812,4,9
2402463,24,60,1-24-2024-060-05,5,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12873,24.2721053029394,1,9
2402469,59,78,1-59-2024-078-06,6,2,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,14704,109.268934732202,6,9
2402470,25,58,1-25-2024-058-07,7,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,999997,1918.87435484635,2,9
2402467,60,27,1-60-2024-027-03,3,1,1,3,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,3555,280.060454683104,8,9
2402471,25,59,1-25-2024-059-03,3,1,1,4,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8831,131.732067428066,2,9
2402471,25,59,1-25-2024-059-03,3,2,1,8,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,11954,131.732067428066,2,9
2402467,60,27,1-60-2024-027-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,8694,280.060454683104,8,9
2402468,60,28,1-60-2024-028-08,8,2,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,27225,185.214591514808,8,9
2402481,14,39,1-14-2024-039-02,2,1,1,1,E-N-H-01-00-0060,EDR001-R01,1,10136,73.7387227230028,8,9
2402474,16,72,1-16-2024-072-03,3,1,1,0,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,9584,168.955904269261,5,9
2402462,11,67,1-11-2024-067-05,5,4,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,12243,31.8812723055547,8,9
2402474,16,72,1-16-2024-072-03,3,2,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,1223,168.955904269261,5,9
2402475,16,73,1-16-2024-073-05,5,1,1,4,23.2,23.2,1,999997,20.0376937444827,5,9
2402475,16,73,1-16-2024-073-05,5,2,1,1,23.2,23.2,1,6768,20.0376937444827,5,9
2402484,28,73,1-28-2024-073-08,8,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,16327,48.0385140677194,3,9
2402477,76,64,1-76-2024-064-04,4,1,1,2,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,2327,139.059394351881,3,9
2402486,28,75,1-28-2024-075-09,9,1,1,1,Crash Data Retrieval Tool 23.4,Crash Data Retrieval Tool 24.3.648,1,20881,34.7771381559099,3,9
